232,801
253,79
860,283
152,453
271,172
955,569
475,258
113,771
4,440
96,636
961,227
952,14
358,166
671,797
345,220
613,192
350,976
12,959
457,374
603,319
333,581
678,38
868,474
502,453
251,238
846,91
614,486
539,869
509,340
396,765
429,980
527,308
311,185
78,145
454,552
676,500
552,160
418,305
650,646
79,386
615,848
297,134
389,380
919,749
683,802
340,251
937,279
641,183
392,12
533,83
808,26
681,605
945,295
732,406
215,624
485,724
11,120
974,933
86,581
893,194
37,636
733,758
361,14
138,369
784,883
567,719
557,797
29,854
215,459
774,1
816,113
81,300
76,134
997,546
906,72
629,134
753,178
931,82
900,247
222,154
260,392
534,842
516,268
823,198
478,106
411,285
315,852
604,316
952,650
276,395
260,892
368,138
873,37
659,354
336,498
886,383
90,888
255,683
219,106
682,700
236,815
598,143
199,31
59,276
324,809
935,980
856,111
385,918
416,356
502,314
175,298
937,521
206,296
576,756
120,349
841,156
610,672
989,555
839,973
877,180
722,91
991,853
6,76
205,74
726,331
650,848
26,986
275,961
616,202
169,954
39,770
479,978
815,925
807,256
991,43
306,960
49,522
288,835
210,889
62,105
70,980
893,767
237,753
415,592
67,180
596,896
855,482
314,309
887,864
966,645
563,836
68,165
380,117
679,487
966,141
614,653
497,152
857,844
778,947
257,616
967,371
606,515
453,806
432,413
662,971
434,937
622,586
253,911
993,598
450,833
845,908
899,2
937,807
506,90
374,613
117,602
541,311
694,914
925,375
379,289
1,304
854,573
650,851
469,52
665,338
8,321
817,973
553,837
554,517
882,292
892,296
1000,808
253,11
911,447
9,498
497,552
273,147
411,879
53,425
246,638
213,570
809,52
818,319
270,236
349,245
93,792
971,89
118,738
470,290
912,76
794,767
507,559
76,895
953,971
926,522
679,585
282,839
535,246
571,866
511,930
14,356
564,517
907,929
675,961
372,346
267,959
656,922
353,786
219,196
353,912
50,187
330,628
381,706
531,959
658,449
472,793
32,881
526,268
788,140
884,171
124,592
14,293
462,955
283,450
947,347
134,121
165,981
383,500
180,704
483,56
843,60
289,606
29,41
760,247
877,244
240,503
285,731
469,417
15,477
190,390
419,934
334,28
467,892
31,375
48,540
345,433
639,330
505,46
381,7
588,841
245,995
54,93
479,88
273,149
749,325
193,188
438,718
624,985
372,515
140,558
839,553
528,481
136,266
780,948
60,922
121,650
657,683
218,896
303,189
708,383
673,421
483,550
426,786
674,415
526,475
135,418
938,410
320,808
66,235
851,791
744,160
749,779
702,686
231,744
499,587
244,936
572,887
399,927
651,934
779,231
59,98
159,580
545,70
576,210
128,200
750,467
163,853
883,360
181,258
477,664
364,943
351,638
450,398
777,393
707,316
716,485
101,334
469,363
220,982
645,892
555,206
257,270
705,647
949,340
739,587
747,440
417,355
551,683
230,802
524,777
239,330
873,276
532,928
83,469
673,537
547,932
943,113
622,148
268,727
635,511
747,83
13,426
317,941
725,216
694,970
468,24
924,761
608,910
997,847
684,922
800,782
413,7
312,587
518,209
363,77
379,795
438,936
456,611
20,659
668,188
685,915
433,840
694,174
875,303
163,948
766,251
973,362
154,361
438,326
256,468
464,5
114,770
290,905
735,930
203,395
895,439
552,148
585,551
217,557
86,646
231,906
35,940
587,733
403,20
417,554
251,849
614,899
263,460
663,371
513,829
924,288
697,51
843,289
12,239
623,205
234,304
687,384
58,100
844,611
686,270
488,753
729,436
275,250
978,363
676,635
236,78
536,308
445,941
255,927
568,117
483,873
256,976
317,456
164,427
792,680
860,368
105,647
689,974
432,920
638,732
345,461
152,838
859,88
151,703
831,731
952,150
33,157
656,103
466,278
589,372
619,542
788,521
258,441
116,618
945,654
588,111
970,881
588,967
584,3
265,705
401,811
52,937
657,143
369,527
542,16
880,593
193,925
273,95
45,302
447,941
150,850
134,114
760,235
471,588
949,497
738,435
285,326
528,831
610,295
886,394
781,14
542,634
849,133
241,96
493,98
275,175
717,573
791,460
726,478
109,906
647,662
324,93
234,349
650,321
997,598
612,314
250,219
939,873
429,755
164,881
626,380
317,720
744,825
763,251
809,717
210,264
996,68
137,437
629,971
383,655
0,947
492,768
110,852
441,699
576,615
750,131
792,622
624,889
116,57
700,510
266,18
158,463
347,847
457,877
926,665
728,713
359,792
879,763
124,335
827,962
271,977
863,72
230,701
40,914
107,941
686,959
303,451
536,320
757,9
785,821
353,899
305,140
94,29
646,743
412,458
931,652
624,1
714,944
896,636
922,193
231,380
478,51
961,386
904,485
899,38
145,268
857,989
193,717
487,140
560,743
466,809
542,846
913,446
287,716
524,572
91,798
342,784
7,255
244,41
820,505
228,708
650,656
298,217
13,985
304,586
900,800
402,438
556,888
874,622
18,64
963,15
54,212
993,575
116,588
511,283
115,134
399,167
295,952
898,187
271,128
283,447
320,603
476,789
372,833
243,599
730,587
732,320
460,346
30,964
553,394
101,675
420,901
926,266
22,1000
936,437
937,94
849,314
974,411
838,865
545,134
546,654
810,273
855,423
813,781
457,959
215,378
227,768
938,918
103,139
22,115
692,296
287,971
99,434
878,198
540,657
680,584
134,983
638,224
921,827
434,267
523,641
645,891
